Name in English,Number of speakers,Degree of endangerment,Latitude,Longitude
Na,350,Critically endangered,28.4638,93.3041
Nadëb,350,Definitely endangered,-1.9771,-67.0166
Taje,350,Critically endangered,-0.747,120.086
Tenharim,350,Severely endangered,-8.4071,-61.1499
Mako,345,Critically endangered,4.2149,-65.7421
Bar?m,342,Critically endangered,28.041,84.629
Ikpeng,342,Vulnerable,-11.7376,-53.616
Gardiol,340,Severely endangered,39.4658,15.9933
Araweté,339,Vulnerable,-5.1347,-52.3388
Northern Pame,337,Definitely endangered,21.9955,-99.6458
Thompson,335,Severely endangered,50.1909,-120.8431
Serili,328,Vulnerable,-8.1136,129.9023
Kaningara,327,Vulnerable,-4.5784,143.3612
Misantla Totonac,325,Critically endangered,19.865,-96.7755
Nemi,325,Definitely endangered,-20.6494,164.6878
Nambiquara do Norte,323,Vulnerable,-11.8028,-59.8095
Matís,322,Vulnerable,-6.1405,-70.664
Wauja,321,Vulnerable,-12.2554,-53.5899
Benggoi,320,Definitely endangered,-3.0748,130.0918
Karitiana,320,Vulnerable,-9.7307,-64.0942
Apalai,317,Vulnerable,1.2084,-55.1074
Kwak'wala,315,Critically endangered,50.7338,-127.4982
Southern Zoque,312,Definitely endangered,16.7138,-93.1194
Tilung,310,Definitely endangered,27.1501,86.5077
Opuuo,307,Critically endangered,8.3202,33.8873
Panará,306,Vulnerable,-9.449,-54.5965
Aka,300,Critically endangered,11.0112,34.2333
Bakole,300,Critically endangered,4.5764,8.8439
Bathari,300,Critically endangered,17.8846,55.5853
Brokkat,300,Definitely endangered,27.5618,90.6152
Duwet,300,Vulnerable,-6.4763,146.8377
Faire Atta,300,Severely endangered,18.027,120.4929
Green Gelao (China),300,Critically endangered,27.7022,106.0952
Green Gelao (Viet Nam),300,Critically endangered,23.1333,105.25
Guatuso,300,Severely endangered,10.6723,-84.8256
Gupapuyngu,300,Vulnerable,-12.6624,136.549
Istro-Romanian,300,Severely endangered,45.3907,14.436
Jicarilla Apache,300,Severely endangered,36.9336,-106.9984
Kandas,300,Vulnerable,-4.4121,152.7868
Kangjia,300,Severely endangered,36.0757,102.2991
Kaxarari,300,Critically endangered,-9.5682,-66.1596
Kwansu,300,Vulnerable,-2.5383,140.2061
Legenyem,300,Vulnerable,-0.3186,130.7345
Mandaic,300,Critically endangered,31.3348,48.7023
Mangareva,300,Severely endangered,-23.1226,-134.978
Mani,300,Critically endangered,9.1129,-13.2165
Maniq,300,Definitely endangered,7.35,99.9333
Mono,300,Critically endangered,8.6679,14.1723
Northern Paiute (Oregon),300,Critically endangered,43.5883,-119.0595
Phong,300,Definitely endangered,18.3333,105
Shanenawa,300,Vulnerable,-8.1014,-70.2129
Sissano,300,Critically endangered,-3.0129,142.0491
Skolt Saami,300,Severely endangered,69.5333,28.6269
Tarpia,300,Severely endangered,-2.3723,140.0317
Tause,300,Vulnerable,-2.8744,136.2469
Thaayorre,300,Definitely endangered,-15.0867,141.7167
Tlingit (United States of America),300,Critically endangered,58.334,-133.7475
Tol,300,Critically endangered,15.293,-87.1416
Tsakonian,300,Critically endangered,37.1712,22.7911
Tuahka,300,Severely endangered,13.838,-84.4409
Ute (Utah),300,Severely endangered,40.2329,-109.8223
Vedda,300,Definitely endangered,7.346,81.3935
Vera'a,300,Definitely endangered,-13.872,167.4323
Warapu,300,Severely endangered,-2.9876,141.9838
Waru,300,Definitely endangered,-3.4393,121.9921
Yawarana,300,Severely endangered,5.3863,-66.0058
Yimas,300,Severely endangered,-4.6038,143.6077
Tilapa Otomí,292,Severely endangered,18.8923,-99.2986
Paumarí,290,Severely endangered,-5.8947,-64.5996
Wayana (Brazil),288,Vulnerable,1.3182,-55.2612
Achagua,283,Severely endangered,4.434,-70.8837
Guajá,283,Vulnerable,-3.4914,-46.2963
Maniwaki Algonquin,280,Severely endangered,46.3392,-76.0485
Alabama,275,Definitely endangered,30.7158,-94.7028
Cocopa (Arizona),275,Severely endangered,32.608,-114.6497
Miltu,272,Critically endangered,10.2149,17.3913
Arara do Pará,271,Vulnerable,-3.7546,-52.976
Kaki Ae,266,Vulnerable,-7.9653,145.7858
Nisga'a,265,Severely endangered,55.2035,-129.07
"Zapotec of the Valleys, central",257,Severely endangered,16.85,-96.6666
Bosilewa,250,Vulnerable,-9.449,150.661
Caquinte Campa,250,Definitely endangered,-11.146,-73.4765
Gwich'in (Canada),250,Severely endangered,67.4407,-134.8272
Kaibobo,250,Definitely endangered,-3.1843,128.1829
Kaiep,250,Vulnerable,-3.6666,143.8166
Kaiy,250,Vulnerable,-2.943,138.1777
Laji,250,Critically endangered,22.5304,105.885
Lehali,250,Vulnerable,-13.5205,167.2998
Lillooet,250,Severely endangered,50.3326,-122.6789
Löyöp,250,Vulnerable,-13.5311,167.3368
Nyangumarta,250,Vulnerable,-20.016,120.4101
Pear,250,Severely endangered,12.4666,102.65
Ruc,250,Definitely endangered,17.6833,105.7833
Sause,250,Severely endangered,-3.1706,139.7515
Texistepecan,250,Severely endangered,17.8941,-94.8163
Winnebago (Nebraska),250,Severely endangered,42.2475,-96.4722
Winnebago (Wisconsin),250,Severely endangered,44.2986,-90.8508
Zapotec of San Bartolo Yautepec,246,Severely endangered,16.4333,-95.9666
Mixtec of San Miguel Piedras,243,Severely endangered,17,-97.05
North Alaskan Inupiaq (Canada),240,Severely endangered,68.3217,-133.532
Waiwai (Guyana),240,Vulnerable,1.5598,-58.5131
As,230,Vulnerable,-0.736,131.7727
Siglitun,230,Severely endangered,69.4386,-132.9998
K'iche' (Mexico),226,Definitely endangered,19.3482,-90.7177
Paipai,226,Severely endangered,29.65,-115.1333
Garuwahi,225,Definitely endangered,-10.2284,150.4083
Picuris,225,Vulnerable,36.1914,-105.7151
Neku,221,Severely endangered,-21.5169,165.4568
Tiri,221,Definitely endangered,-21.6141,165.7836
Danisi,220,Critically endangered,-19.4769,25.2136
Emplawas,220,Definitely endangered,-8.0374,129.7375
Mixtec of the northeast lowlands,220,Severely endangered,17.5333,-97.35
Musom,219,Definitely endangered,-6.5391,146.9119
Pwaamèi,219,Definitely endangered,-20.8767,164.7413
"Zapotec of the Valleys, west",211,Definitely endangered,16.2666,-96.8833
Karo,208,Vulnerable,-10.5749,-61.5893
Cocopa (Mexico),206,Definitely endangered,32.25,-115.25
Korúbo,205,Vulnerable,-5.8346,-70.9277
Aja,200,Critically endangered,8.6136,25.2465
Antakirinya,200,Definitely endangered,-26.7848,134.2968
Bana,200,Severely endangered,20.4836,100.3161
Baras,200,Severely endangered,-1.8838,119.3774
Batak,200,Definitely endangered,10.1081,119
Birri,200,Critically endangered,5.4902,26.8505
Bonggo,200,Severely endangered,-2.2461,139.5208
Central Siberian Yupik (Chukotka),200,Severely endangered,64.546,-173.128
Chawte,200,Definitely endangered,24.1918,94.2736
Che Wong,200,Definitely endangered,3.6271,102.1907
Defaka,200,Critically endangered,4.538,7.5311
Doga,200,Definitely endangered,-9.6278,149.8384
Dorig,200,Definitely endangered,-14.3236,167.5669
Dukha,200,Severely endangered,51.9307,98.9318
Emae,200,Vulnerable,-17.0567,168.3956
Erokwanas,200,Vulnerable,-2.8113,132.6708
Gowro,200,Severely endangered,35.0254,72.9341
Hayu,200,Critically endangered,27.2912,86.0696
Hidatsa,200,Definitely endangered,47.7321,-102.6758
Ingrian,200,Severely endangered,59.7397,28.7017
Iwaidja,200,Vulnerable,-11.4592,132.55
Kadai,200,Definitely endangered,-1.7465,125.2606
Kao,200,Definitely endangered,1.1479,127.8204
Karo,200,Critically endangered,5.2003,36.0681
Kelo,200,Critically endangered,9.4463,34.0219
Kokota,200,Vulnerable,-8.0347,159.1781
Koneraw,200,Vulnerable,-8.3854,137.9415
Koroshi,200,Critically endangered,29.8978,52.6574
Magori,200,Vulnerable,-10.2554,149.2108
Maung,200,Vulnerable,-11.913,133.7255
Mehináku,200,Vulnerable,-12.5423,-53.2403
Moghol,200,Critically endangered,34.3569,61.5875
Ningalami,200,Severely endangered,35.2355,71.51
Northern Alta,200,Severely endangered,15.7162,121.4085
Numbani,200,Vulnerable,-7.5177,147.2991
Nung Ven,200,Vulnerable,23.15,105.2166
Ongamo,200,Critically endangered,-2.932,37.4853
Orejón,200,Severely endangered,-2.7674,-72.9492
Pacific Gulf Yupik,200,Severely endangered,58.1938,-155.6542
Pipil,200,Critically endangered,13.722,-89.7195
Saisiyat,200,Severely endangered,24.5977,121.0762
Sauk-Fox,200,Critically endangered,41.9637,-92.5768
Sepa,200,Vulnerable,-4.3245,144.9755
Shark Bay,200,Vulnerable,-15.2987,167.1459
Southern Chocho,200,Severely endangered,17.6608,-97.335
Theen,200,Severely endangered,20.2022,102.8538
Töitschu,200,Severely endangered,45.6913,7.8682
|Xaise,200,Critically endangered,-21.2458,26.1776
Beaver,195,Definitely endangered,56.481,-121.8831
Nootka,185,Severely endangered,49.2818,-126.0627
Tipai (Mexico),184,Severely endangered,32,-116.1166
Uru-eu-au-au,183,Vulnerable,-11.6852,-63.6547
Eastern Chocho,181,Severely endangered,17.7223,-97.3213
Bahonsuai,180,Definitely endangered,-2.2186,121.6845
Bedoanas,180,Vulnerable,-2.7263,132.5582
Jarawára,180,Vulnerable,-7.2153,-65.0115
Keder,180,Severely endangered,-2.043,139.0979
Straits Salish,180,Severely endangered,48.4457,-123.4205
Zo'é,177,Vulnerable,0.7909,-57.1289
Central Ojibwe,175,Definitely endangered,50.2275,-86.9635
Kuurinji,175,Definitely endangered,-18.1047,129.8474
Mwatebu,166,Definitely endangered,-10.0202,151.0537
Zazao,166,Critically endangered,-8.1832,159.2269
"Zapotec of the Southern mountains, northwest lowlands",164,Definitely endangered,16.6333,-96.95
Pije,161,Severely endangered,-20.7869,164.9487
Aweti,160,Vulnerable,-12.2053,-53.3705
Koro,160,Definitely endangered,-14.3242,167.4728
Meriam Mir,160,Definitely endangered,-9.9201,144.0472
Onjab,160,Vulnerable,-9.2973,149.1613
Tsimshian,160,Critically endangered,54.5016,-130.3832
Chihuahua Lower Pima,159,Definitely endangered,28.686,-106.1378
Sonora Lower Pima,159,Severely endangered,28.3716,-108.9265
Kaska,155,Severely endangered,61.9751,-132.4544
Aikana,150,Definitely endangered,-12.651,-60.3918
Aleut (Eastern),150,Critically endangered,54.7212,-164.4433
Aleut (Western),150,Severely endangered,52.2304,-174.1978
Amblong,150,Definitely endangered,-15.4933,166.9846
Arguni,150,Vulnerable,-2.6632,132.5418
Assiniboine (United States of America),150,Critically endangered,48.4466,-114.8783
Baki,150,Vulnerable,-16.7013,168.145
Cacua,150,Severely endangered,0.9166,-69.5
Camarines Norte Agta,150,Severely endangered,14.0135,122.8873
Cubeo (Brazil),150,Definitely endangered,1.2713,-67.8076
Gwich'in (United States of America),150,Severely endangered,68.1171,-145.5173
Hiw,150,Definitely endangered,-13.1343,166.5671
Katxuyana-Xikuyána,150,Vulnerable,2.043,-55.4589
Ket,150,Severely endangered,62.6236,87.7148
Koyukon,150,Critically endangered,66.3375,-151.1608
Malmariv,150,Vulnerable,-15.2656,166.9104
Mt. Iraya Agta,150,Definitely endangered,13.459,123.5467
Ocaina (Peru),150,Critically endangered,-2.8552,-71.9824
Papapana,150,Definitely endangered,-5.8974,155.2505
Quechan,150,Definitely endangered,32.7279,-114.7255
Southern Ayta,150,Critically endangered,13.027,124.1549
Tundra Yukagir,150,Critically endangered,69.1654,154.4732
Tupari,150,Definitely endangered,-12.0876,-62.4792
Wari,150,Definitely endangered,-3.2173,138.4497
Yavapai,150,Severely endangered,34.5638,-112.4453
Mlabri,149,Definitely endangered,18.4796,101.0961
Negidal,147,Critically endangered,52.942,139.779
Suarmin,145,Definitely endangered,-5.0526,141.9818
Kickapoo (Mexico),144,Critically endangered,28,-101.75
Wab,142,Vulnerable,-5.6296,146.39
Motocintlec,141,Critically endangered,15.3709,-92.2484
Dengalu,140,Definitely endangered,-7.0572,146.3598
Dimbong,140,Critically endangered,4.7078,10.6567
Kunbarlang,140,Severely endangered,-12.0661,134.0661
Machineri (Bolivia),140,Severely endangered,-11.146,-69.0161
Taworta,140,Vulnerable,-3.2776,138.7902
?Hoa,140,Critically endangered,-24.1668,24.4885
Handuri,138,Critically endangered,31.0011,77.3107
Suruahá,136,Vulnerable,-6.8828,-66.9726
Kutenai,135,Severely endangered,49.6467,-115.7372
Nauna,130,Vulnerable,-2.2159,148.1986
Okanagan,130,Definitely endangered,50.3059,-119.3228
Piu,130,Definitely endangered,-6.9591,146.4257
Ocaina (Colombia),126,Severely endangered,-2,-71.5
Yuki,125,Severely endangered,-16.2463,-65.0061
Asurini do Xingu,124,Vulnerable,-3.9095,-52.4707
Nahukwa,124,Definitely endangered,-12.1043,-53.2944
Aputai,120,Critically endangered,-7.6511,126.4086
Budibud,120,Vulnerable,-9.2973,153.6891
Capanahua,120,Severely endangered,-6.5991,-74.2895
Dâw,120,Vulnerable,0.2197,-68.7744
Ili Turk,120,Severely endangered,44.0244,81.145
Lamu,120,Critically endangered,26.2434,100.8654
Obokuitai,120,Vulnerable,-2.9046,138.0816
Polonomombauk,120,Definitely endangered,-15.4907,167.0814
Samre,120,Critically endangered,12.1166,103.0833
Tutuba,120,Definitely endangered,-15.5727,167.275
Northern Tutchone,115,Definitely endangered,62.8255,-136.5838
Dubu,110,Vulnerable,-3.5134,140.8612
Haisla,110,Critically endangered,53.9745,-128.6443
Heiltsuk,105,Critically endangered,52.1591,-128.1546
Kwegu,103,Critically endangered,5.4191,36.0791
Adnyamathanha,100,Definitely endangered,-30.6,138.6035
Ainbai,100,Severely endangered,-3.1,141.2
Arem,100,Severely endangered,18.1771,105.3369
Banawá Yafi,100,Vulnerable,-6.6427,-64.5996
Bara (Colombia),100,Critically endangered,0.05,-70.1733
Bikaru,100,Severely endangered,-4.8,143
Boor,100,Critically endangered,10.2149,17.3721
Burate,100,Severely endangered,-2.7811,135.9915
Callahuaya,100,Critically endangered,-15.1357,-69.1699
Comanche,100,Severely endangered,34.6086,-98.3904
Dabra,100,Vulnerable,-3.4092,139.0209
Djinang,100,Definitely endangered,-12.3507,135.1098
Dulbu,100,Critically endangered,9.985,10.0579
Ghomara,100,Critically endangered,35.0108,-5.5151
Itelmen,100,Critically endangered,57.1496,156.9012
Jebero,100,Critically endangered,-5.3097,-75.9814
Jilbe,100,Critically endangered,11.749,14.5458
Kalamo,100,Severely endangered,-6.7,142.5
Kanowit,100,Severely endangered,2.0652,112.1489
Karas,100,Severely endangered,-3.4585,132.6599
Kiong,100,Critically endangered,5.2906,8.3523
Kofei,100,Severely endangered,-2.3833,136.7907
Likum,100,Definitely endangered,-2.1651,146.6921
Maricopa,100,Severely endangered,33.3772,-112.1676
Mohave (Arizona),100,Severely endangered,34.0231,-114.5045
Mohave (California),100,Severely endangered,34.6905,-114.598
Molo,100,Critically endangered,10.898,34.2773
Mulao,100,Severely endangered,26.5851,107.9524
Mvanip,100,Critically endangered,6.7027,11.2225
Nafi,100,Severely endangered,-6.3999,146.802
Nemadi,100,Critically endangered,18.4118,-9.4482
Ninam (Venezuela),100,Vulnerable,4.5435,-63.5668
Omagua (Peru),100,Critically endangered,-4.0724,-73.103
Oroch,100,Critically endangered,49.1781,139.7625
Oroha,100,Severely endangered,-9.7686,161.51
Pauwi,100,Vulnerable,-1.8151,137.8193
Piame,100,Severely endangered,-4.9,142.85
Pyu,100,Severely endangered,-4.5,140.9
Ruga,100,Critically endangered,25.2844,90.4614
Sahaptin,100,Severely endangered,44.7712,-121.2871
Samatao,100,Critically endangered,24.9359,102.7935
Seneca (United States of America),100,Severely endangered,42.3291,-78.868
Senggi,100,Vulnerable,-3.4339,140.7685
Shawnee,100,Severely endangered,35.359,-96.9298
Shiwiar,100,Severely endangered,-2.2186,-76.8164
Shompen,100,Critically endangered,7.0245,93.8232
Soo,100,Critically endangered,2.161,34.5986
Tai Nora,100,Critically endangered,26.8485,94.5648
Tai Rong,100,Critically endangered,26.9024,94.757
Tangam,100,Critically endangered,29.1473,94.5538
Tariana (Brazil),100,Critically endangered,0.9228,-67.5439
Tirahi,100,Critically endangered,34.3139,70.3729
"Ute (Colorado, Southern Ute)",100,Severely endangered,37.115,-107.6331
Vehes,100,Severely endangered,-6.9427,146.9311
Wik Ngathan,100,Definitely endangered,-14.9561,141.8884
Xokleng,100,Critically endangered,-26.5522,-49.0779
Yangkam,100,Critically endangered,9.1048,9.8904
Yarawata,98,Severely endangered,-4.9377,145.4946
O'odham (Mexico),94,Definitely endangered,31.5188,-112.7472
Samosa,94,Severely endangered,-5.0116,145.5386
Mindiri,93,Severely endangered,-5.5517,146.1538
Usu,93,Severely endangered,-5.2851,145.4974
Iteri,90,Severely endangered,-4.0807,141.5039
Ngarinyin,90,Definitely endangered,-16.9096,125.4199
Repanbitip,90,Definitely endangered,-16.3155,167.6026
Tofanma,90,Vulnerable,-3.5675,140.7925
Taiap,89,Severely endangered,-4.1,144.5
Kusunda,87,Critically endangered,27.9275,84.2866
Patamona (Brazil),87,Vulnerable,4.5216,-60.3808
Xiri,87,Critically endangered,-31.3924,21.0498
Narau,85,Severely endangered,-3.3818,139.8202
Ak,83,Severely endangered,-3.6093,141.6604
Araona,81,Severely endangered,-12.4473,-68.1372
Ari,80,Severely endangered,-8,142.4
Assiniboine (Canada),80,Critically endangered,50.3536,-103.4841
Dorro,80,Severely endangered,-9.1834,141.8994
Gong,80,Severely endangered,15.088,99.523
Itik,80,Vulnerable,-2.3181,139.148
Mari,80,Severely endangered,-9.0478,141.8994
Pwapwa,80,Severely endangered,-20.8074,164.5367
Somm,80,Definitely endangered,-6.1296,146.4642
Tobati,80,Severely endangered,-2.6059,140.7997
Moré,76,Critically endangered,-12.0822,-64.9731
Mores,75,Severely endangered,-15.3583,166.8988
Musan,75,Severely endangered,-4.0355,141.361
Papi,75,Severely endangered,-4.5,142
Sarcee,75,Critically endangered,50.9682,-114.3851
Sekani,75,Critically endangered,58.0952,-122.7067
Arawun,73,Severely endangered,-5.5093,145.8929
Siriano (Brazil),71,Vulnerable,0.5244,-67.5
Teko,71,Severely endangered,15.6582,-92.1427
Anus,70,Severely endangered,-2.1268,139.5126
Awera,70,Vulnerable,-2.7084,136.0395
Boruca,70,Critically endangered,9.001,-83.323
Doutai,70,Severely endangered,-3.2282,138.2189
East Cape Yupik,70,Critically endangered,66.0166,-169.7166
Iresim,70,Severely endangered,-3.6011,135.1428
Mafea,70,Definitely endangered,-15.4219,167.2366
Vilamovian,70,Severely endangered,49.7909,18.762
Western Chocho,70,Severely endangered,17.7486,-97.4409
Yankunytjatjara,70,Definitely endangered,-27.3132,132.0666
Yanyuwa,70,Severely endangered,-15.9613,136.3842
Yapunda,69,Severely endangered,-3.5,142.4
Bothar,68,Severely endangered,-9.0695,141.155
Kari'ña (Brazil),66,Definitely endangered,4.0067,-51.6027
Ritharrngu,66,Definitely endangered,-13.1543,134.8242
Northern Straits Salish,65,Critically endangered,48.488,-122.6363
Sumariup,65,Severely endangered,-4.7,143.3
Ixil (Mexico),64,Critically endangered,19.508,-89.3188
Orok,64,Critically endangered,52.3437,143.0557
Carapana (Brazil),63,Severely endangered,-3.0966,-65.061
Yan-nhangu,61,Definitely endangered,-12.094,134.89
Atemble,60,Definitely endangered,-5.1292,144.7421
Bagupi,60,Definitely endangered,-5.0454,145.5822
Carapana (Colombia),60,Definitely endangered,0.9337,-70.8178
Gooniyandi,60,Severely endangered,-18.8335,125.9912
Gurrgoni,60,Vulnerable,-12.1037,134.3408
Kija,60,Severely endangered,-18.0832,128.1884
Montana Salish,60,Critically endangered,47.5944,-114.1182
Ngangikurunggurr,60,Severely endangered,-14.6792,130.3967
Olultecan,60,Severely endangered,17.9277,-94.8969
Senaya,60,Critically endangered,36.2664,50.0042
Tahltan,60,Critically endangered,57.8451,-129.9745
Tembé,60,Severely endangered,-2.6467,-46.7248
Mosimo,58,Severely endangered,-4.9473,145.5551
Tapayuna,58,Severely endangered,-10.5559,-53.0639
Bepour,57,Severely endangered,-4.586,145.4184
Faita,57,Severely endangered,-5.657,145.5001
Teribe (Costa Rica),57,Critically endangered,9.0593,-83.2876
Kiliwa,56,Critically endangered,31.25,-115.6166
Moere,56,Severely endangered,-4.6038,145.437
Baure,55,Critically endangered,-13.1008,-64.5007
Southern Haida,55,Critically endangered,53.2697,-131.9861
Tlingit (Canada),55,Critically endangered,60.171,-132.7395
Upper Tanana (United States of America),55,Critically endangered,62.6867,-141.2182
Zapotec of Asunción Tlacolulita,53,Critically endangered,16.3,-95.7166
Trumai,51,Critically endangered,-11.8807,-53.6009
Arabela,50,Severely endangered,-1.5818,-75.3881
Arha,50,Critically endangered,-21.3047,165.0146
Banjima,50,Severely endangered,-22.289,119.3774
Bella Coola,50,Critically endangered,52.3823,-126.7255
Budong-Budong,50,Critically endangered,-2.0601,119.3074
Bulgebi,50,Definitely endangered,-5.7485,146.4532
Chiquitano (Brazil),50,Critically endangered,-17.4345,-58.0627
Forest Yukagir,50,Critically endangered,65.4936,151.0757
Gorovu,50,Severely endangered,-4.5,144.6
Iduh (Lao PDR),50,Critically endangered,19.3292,103.3758
Karaim (Lithuania),50,Severely endangered,54.642,24.9499
Kasong,50,Critically endangered,12.564,102.529
Kayupulau,50,Critically endangered,-2.5464,140.725
Lolak,50,Critically endangered,0.8569,124.0081
Maku'a,50,Critically endangered,-8.4017,127.2271
Makurap,50,Severely endangered,-12.1682,-63.0285
Miriwoong,50,Critically endangered,-16.7631,128.9025
Moraori,50,Severely endangered,-8.7113,140.7128
Nakkara,50,Severely endangered,-12.1145,134.5825
Ngarinman,50,Severely endangered,-16.6782,129.7485
Norfolk-Pitcairn (Pitcairn),50,Vulnerable,-24.3721,-128.3203
Omaha-Ponca,50,Critically endangered,42.0817,-96.4855
Omotik,50,Critically endangered,-1.115,35.9143
Onge,50,Critically endangered,10.639,92.4938
Patua,50,Critically endangered,22.1632,113.5464
Paulohi,50,Critically endangered,-3.2721,128.757
Potawatomi (Kansas),50,Critically endangered,39.3251,-95.8495
Potawatomi (Michigan),50,Critically endangered,45.0269,-84.1992
Potawatomi (Oklahoma),50,Critically endangered,35.3135,-96.9255
Potawatomi (Wisconsin),50,Critically endangered,45.5601,-88.83
Salas,50,Severely endangered,-3.135,130.5505
Samray,50,Critically endangered,13.685,101.5931
Sapé,50,Critically endangered,5.0033,-63.5449
Sentilese,50,Critically endangered,11.5446,92.2576
Sian,50,Severely endangered,2.3854,114.3354
Tambotalo,50,Severely endangered,-15.4655,167.1027
Tanacross,50,Critically endangered,64.2159,-145.9643
Tanaina,50,Severely endangered,63.3422,-148.8647
Tanimbili,50,Severely endangered,-11.2935,166.5211
Warumungu,50,Severely endangered,-19.5183,133.9453
Zapotec of San Felipe Tejalapan,50,Critically endangered,17.1099,-96.8539
Tench,49,Critically endangered,-1.6394,150.6939
Mudburra,48,Severely endangered,-16.9727,131.77
Nunggubuyu,44,Severely endangered,-13.8807,135.725
Dumun,42,Critically endangered,-5.5421,146.0906
Kudu-Camo,42,Critically endangered,11.0166,8.8879
Asumboa,40,Severely endangered,-11.2982,166.4868
Bunuba,40,Severely endangered,-17.8951,125.7495
Chamacoco,40,Critically endangered,-23.0595,-55.6127
Garrwa,40,Severely endangered,-17.1197,137.6806
Gumbaynggirr,40,Critically endangered,-30.3349,152.8198
Maremgi,40,Definitely endangered,-2.2571,139.5455
Mono (Western),40,Critically endangered,37.0943,-119.4999
Southern Tutchone,40,Critically endangered,60.7796,-137.4983
Tipai (United States of America),40,Severely endangered,32.6049,-116.4678
Tofa,40,Critically endangered,53.7324,98.2589
Udege,40,Critically endangered,47.6209,136.0903
Yoki,40,Severely endangered,-1.5893,137.9127
Noy,36,Critically endangered,8.9312,17.8829
Chulym Turk,35,Critically endangered,57.3354,88.1542
Kapori,35,Critically endangered,-3.4,139.7
Kaqchikel (Mexico),35,Critically endangered,19.4044,-90.0604
Menominee,35,Critically endangered,44.9356,-88.6144
Quechua of Pacaraos,35,Critically endangered,-11.2538,-76.8054
Turaka,35,Critically endangered,-9.796,149.447
Barasana (Brazil),34,Severely endangered,0.7909,-68.6425
Bilakura,34,Critically endangered,-4.9404,145.5303
Macuna (Brazil),32,Vulnerable,1.1395,-67.7636
Jarawa,31,Critically endangered,12.6028,92.752
Kowaki,31,Critically endangered,-4.6079,145.4067
Kri,31,Severely endangered,18.25,105
Mawak,31,Critically endangered,-4.5819,145.3079
Alabat Island Agta,30,Critically endangered,14.1209,122.0282
Amahai,30,Critically endangered,-3.3352,128.9314
Bardi,30,Severely endangered,-16.9307,122.871
Cahuilla,30,Critically endangered,33.5404,-116.7436
Cambap,30,Critically endangered,6.4872,11.802
Carijona,30,Critically endangered,-1.2743,-70.1147
Chintaw,30,Critically endangered,24.9263,98.2414
Comox/Sliammon,30,Critically endangered,49.6795,-124.9542
Djeoromitxi,30,Severely endangered,-12.05,-64.6655
Duriankere,30,Critically endangered,-1.3896,130.9247
Goundo,30,Critically endangered,9.4761,16.2652
Kawucha,30,Critically endangered,-6.9373,146.1621
Kwerisa,30,Critically endangered,-2.9759,138.153
Mono (Eastern),30,Critically endangered,37.3674,-118.3953
Ngalkbun,30,Severely endangered,-13.5178,134.6264
Punan Batu,30,Critically endangered,2.6021,114
Rama,30,Critically endangered,11.8847,-83.7995
Sia Pedee,30,Critically endangered,0.9887,-79.1674
Ske,30,Severely endangered,-15.9085,168.1924
Valley Yokuts,30,Severely endangered,36.0582,-119.5241
Warnman,30,Severely endangered,-22.9786,122.7832
Wik Ngencherr,30,Severely endangered,-14.0939,141.8554
Wiradjuri,30,Critically endangered,-34.5608,147.041
Malinaltepec Tlapanec,29,Vulnerable,17.2451,-98.6717
Ahtna,25,Critically endangered,62.7547,-144.3164
Bieria,25,Critically endangered,-16.8045,168.2446
Caddo,25,Critically endangered,35.0985,-98.2603
Columbian,25,Critically endangered,48.1764,-119.0523
Iquito,25,Critically endangered,-3.6449,-74.1577
Kwazá,25,Critically endangered,-12.651,-60.4138
Marrithiyel,25,Critically endangered,-13.806,130.0451
Massep,25,Critically endangered,-1.7575,138.3178
Mor,25,Severely endangered,-2.8607,132.7697
Pisamira,25,Critically endangered,1.0656,-70.4388
Sakurabiat,25,Severely endangered,-12.967,-61.2652
Surel,25,Critically endangered,27.6969,86.3058
Upper Kuskokwim,25,Critically endangered,63.0091,-154.3889
Zumaya,25,Critically endangered,10.5323,14.3591
Kashaya,24,Critically endangered,38.6603,-123.3045
Kavalan,24,Critically endangered,24.7393,121.6996
Wardaman,24,Severely endangered,-14.9925,131.9293
Washo,24,Severely endangered,38.9226,-119.7256
Kuku Yalanji,23,Severely endangered,-15.8148,144.9316
S?m,23,Severely endangered,27.3595,86.9979
Southwestern Tlapanec,23,Vulnerable,16.9629,-99.0953
Alawa,22,Critically endangered,-16.4676,134.0771
Tobian,22,Critically endangered,2.9594,131.8084
Bara (Brazil),21,Vulnerable,0.3515,-68.9721
Ixcatec,21,Critically endangered,17.8493,-97.181
Añu,20,Critically endangered,11.022,-71.7352
Barzani Jewish Neo-Aramaic (Israel),20,Critically endangered,31.7888,35.1947
Bom,20,Severely endangered,7.3188,-11.9915
Bundjalung,20,Severely endangered,-28.9998,152.9077
Chung (Cambodia),20,Critically endangered,10.6875,103.8084
Dusner,20,Critically endangered,-2.7139,134.3888
Forest Enets,20,Critically endangered,68.6836,86.2727
Foya,20,Critically endangered,-2.4107,138.6996
Hermit,20,Critically endangered,-2.0869,146.9311
Jawoyn,20,Severely endangered,-14.2004,132.55
Kamasa,20,Critically endangered,-6.95,146.2
Kanakanabu,20,Critically endangered,23.1463,120.6782
Kembra,20,Critically endangered,-3.908,140.3942
Kilen,20,Critically endangered,47.4689,133.8574
Kim,20,Critically endangered,7.2425,-11.9476
Koko Bera,20,Severely endangered,-15.6865,141.5917
